2,2000,2.386945089161396
3,3000,-0.04693440461484715
4,4000,-0.6182300000656397
5,5000,-0.6459139729738236
6,6000,-0.6301106764432043
7,7000,-0.5911731221359223
8,8000,-0.34723781580664215
9,9000,-0.013051043381914497
10,10000,0.06691042192932219
11,11000,0.04764270815905183
12,12000,0.11570140418736265
13,13000,0.023434920007362962
14,14000,0.0340358309885487
15,15000,0.02735130668990314
16,16000,0.050573366465047
17,17000,0.02913127922639251
18,18000,0.01465734165906906
19,19000,0.0080818588482216
20,20000,0.042453490900807085
21,21000,0.03214936621300876
22,22000,0.03297006279975176
23,23000,0.03741877715382725
24,24000,0.03411482033040374
25,25000,0.020341458915732802
26,26000,0.004287647888530046
27,27000,0.03173188767395914
28,28000,-0.016735289176926016
29,29000,-0.016354696943424642
30,30000,0.0021441311137750745
31,31000,-0.017962683861609548
32,32000,0.01136103630438447
33,33000,-0.001933545822277665
34,34000,0.0030181148485280574
35,35000,-0.014182163924910129
36,36000,-0.006644584993831813
37,37000,0.011313112464733422
38,38000,0.009461167080327869
39,39000,0.010471284336410463
40,40000,0.007088005064055323
41,41000,0.008859345400705933
42,42000,0.002575001800432801
43,43000,-0.007212956281378865
44,44000,0.01636847232468426
45,45000,-0.00947171044186689
46,46000,0.010834546469151973
47,47000,-0.007676090652588755
48,48000,0.009686899334657937
49,49000,0.017473862336948514
50,50000,-0.003537593805231154
