2,2000,2821.9849544677736
3,3000,3497.2505090332033
4,4000,3499.0135541992186
5,5000,5940.106345458984
6,6000,5622.532357177734
7,7000,4557.149612792969
8,8000,5228.96075024414
9,9000,4949.940966796875
10,10000,4527.268557495117
11,11000,4038.099998413086
12,12000,2753.9874775390626
13,13000,3533.620556274414
14,14000,3388.8624020996094
15,15000,3243.175663696289
16,16000,3058.8635207519533
17,17000,2951.405801635742
18,18000,2707.0570490722657
19,19000,2449.5865095214845
20,20000,2385.2311510009768
21,21000,2280.5472076416017
22,22000,2268.48533984375
23,23000,2170.573825073242
24,24000,2082.1878294067383
25,25000,2132.5798344726563
26,26000,2081.6539227905273
27,27000,1947.9786685791016
28,28000,1807.9695120239257
29,29000,1782.2034138183594
30,30000,1720.105219543457
31,31000,1697.7804902954101
32,32000,1702.440406616211
33,33000,1698.0959880981445
34,34000,1621.5692796020508
35,35000,1516.057512451172
36,36000,1477.0064230957032
37,37000,1448.5659169921876
38,38000,1435.3193845825194
39,39000,1380.0130916137696
40,40000,1399.3172260742188
41,41000,1398.646282043457
42,42000,1335.9276239013673
43,43000,1383.0518939208985
44,44000,1365.8833022460938
45,45000,1398.929917541504
46,46000,1376.769942199707
47,47000,1288.6195495605468
48,48000,1243.8563582763672
49,49000,1278.2957811279298
50,50000,1299.3643037719726
