2,200,9.686084552653833
4,400,15.803202656120272
5,500,5.415330165724731
6,600,3.7918462502059036
7,700,3.2935833704496944
8,800,2.7405199164738554
9,900,3.1491921880558267
10,1000,4.105941161955325
11,1100,3.870200428380749
12,1200,3.940167640707882
13,1300,7.988463556277774
14,1400,7.390633325052355
15,1500,3.921652108850843
16,1600,4.081083764871697
17,1700,4.824648129537964
18,1800,2.7279808490023654
19,1900,3.947214115009305
21,2100,11.841620167265557
22,2200,9.65602574304425
23,2300,5.111519018739038
25,2500,7.251219271591171
26,2600,7.595560013294094
27,2700,2.541427873719886
28,2800,4.310644496943482
30,3000,8.57632501074305
34,3400,28.037443347288335
35,3500,2.6343311583728433
38,3800,22.040670824929794
39,3900,8.043799077142232
40,4000,4.418223814753169
41,4100,13.872863106636512
43,4300,7.78352293532839
45,4500,14.343500168437885
47,4700,13.69151159143694
48,4800,4.711171233702328
49,4900,4.532908681611025
50,5000,8.258390057743107
51,5100,4.924349157673668
53,5300,8.246412776435596
56,5600,22.184299500558154
58,5800,9.04224846507208
59,5900,6.564153938604384
61,6100,6.366908222167338
64,6400,12.20742025663398
65,6500,8.251273578508984
67,6700,13.823125581058395
68,6800,5.18389809251746
75,7500,23.9154952650176
76,7600,11.668823771899786
82,8200,36.67874301717734
84,8400,16.191322037834407
87,8700,18.465053979628177
91,9100,28.600441525786
97,9700,41.27413107123155
98,9800,5.093977994264792
102,10200,14.994549872252035
104,10400,8.660688580758942
110,11000,42.51693554209983
116,11600,41.61734872343784
119,11900,22.938501241583513
121,12100,13.13591435417077
124,12400,21.195997875797794
126,12600,13.730594168828425
131,13100,37.496561198948754
137,13700,43.301093892655125
142,14200,34.803527447530925
149,14900,43.41247327320306
154,15400,39.58317876848241
160,16000,41.52130236294389
166,16600,42.48558203737663
172,17200,42.17480878273296
178,17800,42.17827179222152
184,18400,41.488173855277665
189,18900,42.137955587364395
195,19500,42.33611829769464
201,20100,41.97815980859561
206,20600,42.99981609779876
212,21200,43.49396099693844
217,21700,43.58951911922836
222,22200,42.94539693435141
228,22800,43.733656061674836
233,23300,43.19911863914491
238,23800,43.69293766534022
243,24300,43.95839659228538
252,25200,83.312421418935
260,26000,83.3344902333951
267,26700,83.0343518470348
275,27500,83.1293682366822
283,28300,83.13262320674714
291,29100,82.6490318266813
298,29800,82.98590278823237
305,30500,82.82337960568186
312,31200,82.92317287144525
319,31900,83.04818767192552
325,32500,82.97410526228592
332,33200,82.72553198110532
338,33800,83.1729267481193
345,34500,82.86625346330433
351,35100,83.03528119696597
358,35800,82.7829532927361
364,36400,82.86133580280082
371,37100,82.84064717474361
377,37700,82.89948026561432
384,38400,82.93194625876626
390,39000,82.83021278794136
397,39700,82.79973199531152
404,40400,82.35071787174017
410,41000,82.81466799218134
417,41700,82.18940718646246
423,42300,82.56742877930938
430,43000,82.58643290136231
437,43700,82.30448776459151
443,44300,82.50092168215184
450,45000,82.95422132855818
456,45600,82.92046990568642
463,46300,83.10481478757578
470,47000,81.51209437197119
477,47700,82.28090491542143
481,48100,46.88797164972035
488,48800,82.84579742502625
494,49400,82.98988495255873
